港台频道,#genre#
CCTV5,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225737/main.m3u8
CCTV5,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225818/main.m3u8
CCTV5+,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225507/main.m3u8
CCTV6,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225814/main.m3u8
CCTV7,http://[2409:8087:1a01:df::4005]/TVOD/88888888/224/3221225671/main.m3u8
CCTV8,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225795/main.m3u8
CCTV9,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225676/main.m3u8
CCTV10,http://[2409:8087:1a01:df::4023]/TVOD/88888888/224/3221225677/main.m3u8
CCTV10,http://[2409:8087:1a01:df::4027]/TVOD/88888888/224/3221226128/main.m3u8
CCTV11,http://[2409:8087:1a01:df::4037]/TVOD/88888888/224/3221226123/main.m3u8
CCTV12,http://[2409:8087:1a01:df::4023]/TVOD/88888888/224/3221225669/main.m3u8
CCTV12,http://[2409:8087:1a01:df::4033]/TVOD/88888888/224/3221226130/main.m3u8
CCTV13,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221226077/main.m3u8
CCTV13,http://[2409:8087:1a01:df::4027]/TVOD/88888888/224/3221226125/main.m3u8
CCTV14,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225674/main.m3u8
CCTV14,http://[2409:8087:1a01:df::4037]/TVOD/88888888/224/3221226132/main.m3u8
CCTV15,http://[2409:8087:1a01:df::4033]/TVOD/88888888/224/3221226127/main.m3u8
CCTV16,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225893/main.m3u8
CCTV17,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225708/main.m3u8
重庆卫视,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225963/main.m3u8
贵州卫视,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225974/main.m3u8
东方卫视,http://[2409:8087:1a01:df::4019]/TVOD/88888888/224/3221225672/main.m3u8
东方卫视,http://[2409:8087:1a01:df::4033]/TVOD/88888888/224/3221225942/main.m3u8
湖南卫视,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225506/main.m3u8
湖南卫视,http://[2409:8087:1a01:df::4055]/TVOD/88888888/224/3221225977/main.m3u8
广东卫视,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225966/main.m3u8
深圳卫视,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225668/main.m3u8
深圳卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225943/main.m3u8
天津卫视,http://[2409:8087:1a01:df::4015]/TVOD/88888888/224/3221225665/main.m3u8
天津卫视,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225972/main.m3u8
湖北卫视,http://[2409:8087:1a01:df::4007]/TVOD/88888888/224/3221225569/main.m3u8
湖北卫视,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225975/main.m3u8
辽宁卫视,http://[2409:8087:1a01:df::4005]/TVOD/88888888/224/3221226089/main.m3u8
安徽卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225925/main.m3u8
浙江卫视,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225514/main.m3u8
浙江卫视,http://[2409:8087:1a01:df::4043]/TVOD/88888888/224/3221225959/main.m3u8
山东卫视,http://[2409:8087:1a01:df::4027]/TVOD/88888888/224/3221225952/main.m3u8
北京卫视,http://[2409:8087:1a01:df::4020]/TVOD/88888888/224/3221225678/main.m3u8
北京卫视,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225931/main.m3u8
江苏卫视,http://[2409:8087:1a01:df::4007]/TVOD/88888888/224/3221225503/main.m3u8
江苏卫视,http://[2409:8087:1a01:df::4031]/TVOD/88888888/224/3221225938/main.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225985/main.m3u8
河北卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225961/main.m3u8
江西卫视,http://[2409:8087:1a01:df::4027]/TVOD/88888888/224/3221225935/main.m3u8
东南卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225950/main.m3u8
海南卫视,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225978/main.m3u8
吉林卫视,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225981/main.m3u8
河南卫视,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225988/main.m3u8
广西卫视,http://[2409:8087:1a01:df::4047]/TVOD/88888888/224/3221226091/main.m3u8
黑莓电影,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225681/main.m3u8
黑莓动画,http://[2409:8087:1a01:df::4007]/TVOD/88888888/224/3221225529/main.m3u8
睛彩青少,http://[2409:8087:1a01:df::7005]/TVOD/88888888/224/3221226053/main.m3u8
睛彩青少,http://[2409:8087:1a01:df::7005]/TVOD/88888888/224/3221226031/main.m3u8
睛彩竞技,http://[2409:8087:1a01:df::7005]/TVOD/88888888/224/3221225897/main.m3u8
睛彩竞技,http://[2409:8087:1a01:df::7005]/TVOD/88888888/224/3221226046/main.m3u8
睛彩竞技,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225897/main.m3u8
睛彩竞技,http://[2409:8087:1a01:df::4061]/TVOD/88888888/224/3221225899/main.m3u8
睛彩篮球,http://[2409:8087:1a01:df::7005]/TVOD/88888888/224/3221225895/main.m3u8
睛彩篮球,http://[2409:8087:1a01:df::7005]/TVOD/88888888/224/3221226027/main.m3u8
睛彩篮球,http://[2409:8087:1a01:df::4055]/TVOD/88888888/224/3221225901/main.m3u8
睛彩少儿,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225903/main.m3u8
北京纪实科教,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225670/main.m3u8
纪实人文,http://[2409:8087:1a01:df::4021]/TVOD/88888888/224/3221225673/main.m3u8
动作电影,http://[2409:8087:1a01:df::4021]/TVOD/88888888/224/3221225555/main.m3u8
潮妈辣婆,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225542/main.m3u8
哒啵赛事,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225559/main.m3u8
军事评论,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225535/main.m3u8
炫舞未来,http://[2409:8087:1a01:df::4019]/TVOD/88888888/224/3221225646/main.m3u8
古装剧场,http://[2409:8087:1a01:df::4013]/TVOD/88888888/224/3221225524/main.m3u8
军旅剧场,http://[2409:8087:1a01:df::4017]/TVOD/88888888/224/3221225560/main.m3u8
家庭剧场,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225538/main.m3u8
爱情喜剧,http://[2409:8087:1a01:df::4017]/TVOD/88888888/224/3221225533/main.m3u8
热播精选,http://[2409:8087:1a01:df::4017]/TVOD/88888888/224/3221225521/main.m3u8
明星大片,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225550/main.m3u8
惊悚悬疑,http://[2409:8087:1a01:df::4005]/TVOD/88888888/224/3221225553/main.m3u8
金牌综艺,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225525/main.m3u8
精品纪录,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225545/main.m3u8
精品大剧,http://[2409:8087:1a01:df::4013]/TVOD/88888888/224/3221225536/main.m3u8
精品体育,http://[2409:8087:1a01:df::4005]/TVOD/88888888/224/3221225526/main.m3u8
精品萌宠,http://[2409:8087:1a01:df::4041]/TVOD/88888888/224/3221226051/main.m3u8
中国功夫,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225604/main.m3u8
超级综艺,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225642/main.m3u8
超级电影,http://[2409:8087:1a01:df::4021]/TVOD/88888888/224/3221225644/main.m3u8
超级电视剧,http://[2409:8087:1a01:df::4017]/TVOD/88888888/224/3221225637/main.m3u8
农业致富,http://[2409:8087:1a01:df::4017]/TVOD/88888888/224/3221225552/main.m3u8
东北热剧,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225679/main.m3u8
欢乐剧场,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225682/main.m3u8
超级体育,http://[2409:8087:1a01:df::4013]/TVOD/88888888/224/3221225635/main.m3u8
武博世界,http://[2409:8087:1a01:df::4021]/TVOD/88888888/224/3221225547/main.m3u8
怡伴健康,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225571/main.m3u8
全民热练,http://[2409:8087:1a01:df::4041]/TVOD/88888888/224/3221226053/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225611/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4005]/TVOD/88888888/224/3221225613/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225619/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225620/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4007]/TVOD/88888888/224/3221225639/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4015]/TVOD/88888888/224/3221225641/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4007]/TVOD/88888888/224/3221225643/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225645/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4015]/TVOD/88888888/224/3221225647/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4011]/TVOD/88888888/224/3221225648/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225649/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225650/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4005]/TVOD/88888888/224/3221225651/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4013]/TVOD/88888888/224/3221225652/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4013]/TVOD/88888888/224/3221225653/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4017]/TVOD/88888888/224/3221225654/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4001]/TVOD/88888888/224/3221225655/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4019]/TVOD/88888888/224/3221225658/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4007]/TVOD/88888888/224/3221225660/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4023]/TVOD/88888888/224/3221225662/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225733/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225739/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225754/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225756/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4073]/TVOD/88888888/224/3221225758/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225760/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225905/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4055]/TVOD/88888888/224/3221225910/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4039]/TVOD/88888888/224/3221225912/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4075]/TVOD/88888888/224/3221225914/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4029]/TVOD/88888888/224/3221226031/main.m3u8
咪咕体育,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221226046/main.m3u8
黑龙江少儿,http://[2409:8087:1a01:df::4049]/TVOD/88888888/224/3221225979/main.m3u8
黑龙江农业科教,http://[2409:8087:1a01:df::4031]/TVOD/88888888/224/3221225994/main.m3u8
黑龙江新闻,http://[2409:8087:1a01:df::4045]/TVOD/88888888/224/3221225967/main.m3u8
黑龙江都市,http://[2409:8087:1a01:df::4055]/TVOD/88888888/224/3221225969/main.m3u8
黑龙江文体,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225965/main.m3u8
黑龙江影视,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225973/main.m3u8
鹤岗新闻综合,http://[2409:8087:1a01:df::4059]/TVOD/88888888/224/3221226073/main.m3u8
佳木斯,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225993/main.m3u8
双鸭山,http://[2409:8087:1a01:df::4067]/TVOD/88888888/224/3221226108/main.m3u8
大庆新闻,http://[2409:8087:1a01:df::4047]/TVOD/88888888/224/3221226052/main.m3u8
哈尔滨综合,http://[2409:8087:1a01:df::4065]/TVOD/88888888/224/3221226093/main.m3u8
齐齐哈尔经济,http://[2409:8087:1a01:df::4065]/TVOD/88888888/224/3221226097/main.m3u8
齐齐哈尔新闻,http://[2409:8087:1a01:df::4067]/TVOD/88888888/224/3221226106/main.m3u8


地方,#genre#

荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1735660799-0-0-1963c999651ea135890d90bcc5ae172d
荆州陇上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1735660799-0-0-73625822ff2c77aefa1589e94281edad
荆州综合,http://jingzhou-live21.cjyun.org:80/10085/s10085-jingzhou-tv01.m3u8?auth_key=1735660799-0-0-e0477d4b5bc584e7518a1bde13892cbe
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆门新闻,https://epg.pw/stream/fec6f84163995a26addc2f96b85410ac26cb8faec86be555742636476b5a136e.m3u8
荆门新闻,https://epg.pw/stream/93151160c381a034f6cf7e560a6fa981282baea3f54a177ee39ec6c5222f5f01.m3u8
荆门新闻,https://epg.pw/stream/9530f08f03324e997bf7d72bf233cd0a8d70e5511d3495d41ced5bc9b36d8316.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
武汉新闻,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&tpid=1550600621
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
扬州综合,https://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,https://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活,https://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,https://cm-wshls.homecdn.com/live/8c3.m3u8

武汉1,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉2,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8

随州综合,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8?auth_key=4836074354-0-0-d3ae3e237ae5fdaa7e72d8b930ff507b&extra_key=q_KhUzRNviTQMw35AK7VUOsxUuO3fkLbRbWjHBywJErK0zgP7mqTsFvo50t7UieqiF-pvnPCIMJa5QdRQ1gLPBYWz9HOG7TAdI5vRG232V88z98QUcOS1P6iUQbACyEaoEVKLRe_Am23Ezeahvwg0pDBetjQHrLPx7P8mro2vqw15rvUQKLSF-HBByajerez
随州农村,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_305.m3u8?auth_key=4834621829-0-0-49c63c7de26b595a9177e498db618f79&extra_key=xQtKveJFBYYdE5xPP5Qc5y3qlfhlj-BcHOcbWxez9NxCHHoFi0Lp44BN8aqi2_k9URCU-rsf8mQz8CYifgEaMzixzi63CT1KgCDexQ0cD5X0e0lUMZaQy0DMOXcFpW1Cf9zn7psgSNcUQiA2OGcxi7TXk-_FyDGcu767szWh8SQJ0Vr0uNRbiqE2jzk7ICiX

崇阳综合,http://61.184.176.248:10500/live/live.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆门科教文旅,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
潜江综合,http://hbqjdb.chinashadt.com:2035/live/3.stream/playlist.m3u8
潜江乡村,http://hbqjdb.chinashadt.com:2035/live/4.stream/playlist.m3u8
麻城综合,http://119.36.30.199:8888/mctv1.m3u8


通用,#genre#

CCTV1,http://www.erbao1981.top:8188/udp/239.76.246.151:1234
CCTV2,http://www.erbao1981.top:8188/udp/239.76.246.152:1234
CCTV3,http://www.erbao1981.top:8188/udp/239.76.246.153:1234
CCTV4,http://www.erbao1981.top:8188/udp/239.76.246.154:1234
CCTV5,http://www.erbao1981.top:8188/udp/239.76.246.155:1234
CCTV5,http://www.erbao1981.top:8188/udp/239.76.247.214:1234
CCTV5+,http://www.erbao1981.top:8188/udp/239.76.247.215:1234
CCTV6,http://www.erbao1981.top:8188/udp/239.76.246.156:1234
CCTV7,http://www.erbao1981.top:8188/udp/239.76.246.157:1234
CCTV8,http://www.erbao1981.top:8188/udp/239.76.246.158:1234
CCTV9,http://www.erbao1981.top:8188/udp/239.76.246.159:1234
CCTV10,http://www.erbao1981.top:8188/udp/239.76.246.160:1234
CCTV11,http://www.erbao1981.top:8188/udp/239.76.245.251:1234
CCTV12,http://www.erbao1981.top:8188/udp/239.76.246.162:1234
CCTV13,http://www.erbao1981.top:8188/udp/239.76.246.93:1234
CCTV14,http://www.erbao1981.top:8188/udp/239.76.246.164:1234
CCTV15,http://www.erbao1981.top:8188/udp/239.76.245.252:1234
CCTV16,http://www.erbao1981.top:8188/udp/239.76.246.98:1234
CCTV17,http://www.erbao1981.top:8188/udp/239.76.245.239:1234



CCTV-1,p3p://108.181.32.169:10049/64260c74000c73e9edfa2a0e354364a8
CCTV-1,p3p://173.208.176.178:19806/62c200310006b7b2a8c4dade0fd02231
CCTV-2,p3p://108.181.32.169:10049/64260c83000b5f74edfa64604fe67a12
CCTV-2,p3p://173.208.176.178:19806/5fe15a4400093f55773aac0c576366b8
CCTV-3,p3p://108.181.32.169:10049/64260c9b0000ca3dedfabf6a10b00144
CCTV-3,p3p://173.208.176.178:19806/62be83ea0001dbed9b27d7bb43427d30
CCTV-4,p3p://108.181.32.169:10049/64260ca5000de050edfae9d444575946
CCTV-4,p3p://173.208.176.178:19806/61244d9c0006885d64b1b7591f6c12a0
CCTV-5,p3p://108.181.32.169:10049/64260cb0000afd53edfb140f10811127
CCTV-5,p3p://173.208.176.178:19806/62c2e10a000954acac332b30611a0e9d
CCTV5+,p3p://108.181.32.169:10049/64260cbc00081417edfb42307c984dd4
CCTV5+,p3p://173.208.176.178:19806/6323522b0000ad5c24e892c57ad041c7
CCTV-6,p3p://108.181.32.169:10049/64260cc800087ffdedfb712c61a06569
CCTV-6,p3p://173.208.176.178:19806/62c1fdfa0006353aa8bc33e5054a54db
CCTV-7,p3p://108.181.32.169:10049/64260cd9000ba7ebedfbb46356b665a0
CCTV-7,p3p://173.208.176.178:19806/5fe3e41800087c1581251001631763fa
CCTV-8,p3p://108.181.32.169:10049/64260ce50007141fedfbe217161d5245
CCTV-8,p3p://173.208.176.178:19806/5ff866900007a9fbd141d26a26c3200d
CCTV-9,p3p://108.181.32.169:10049/64260cef0008fa21edfc09a37d024704
CCTV-9,p3p://173.208.176.178:19806/600b6ba2000d52801b8cbfda6cd319a2
CCTV-10,p3p://108.181.32.169:10049/64260d0a000e81f1edfc74866d9b5c0f
CCTV-10,p3p://173.208.176.178:19806/600b6e71000738431b97b6e5675e67a4
CCTV-11,p3p://108.181.32.169:10049/64260dce0000aea8edff6e9d426b2704
CCTV-11,p3p://173.208.176.178:19806/600b70950000f68f1ba011e06e003057
CCTV-12,p3p://108.181.32.169:10049/64260e37000ca83aee010bd5707e0fea
CCTV-12,p3p://173.208.176.178:19806/5fe3e42d00068cbf812561891e0e6b52
CCTV-13,p3p://108.181.32.169:10049/64260e45000ccab2ee01428e6da4043d
CCTV-13,p3p://173.208.176.178:19806/632351570006042224e55806316a7512
CCTV-14,p3p://108.181.32.169:10049/64260e4f0007169bee0168271778447e
CCTV-14,p3p://173.208.176.178:19806/600b718b0006dd9f1ba3d45468b1762e
CCTV-15,p3p://108.181.32.169:10049/64260e5a000a63ffee0193f872fa5767
CCTV-15,p3p://173.208.176.178:19806/63235101000d828724e40a062bb62592
CCTV-16,p3p://108.181.32.169:10049/642610a2000b33ebee0a7d6c26c160b2
CTV国际,p3p://173.208.176.178:19806/61244d9c0006885d64b1b7591f6c12a0
CTV美洲,p3p://173.208.176.178:19806/602f0bd2000b47fda6b4b7f96224105e
CGT阿语,p3p://173.208.176.178:19806/60e647e200033b4a726e736d14e93334
动作电影,http://58.59.47.242:8180/TV00000000000000000030@HHZT
动作电影,p3p://173.208.176.178:19806/63ec4d4200074d64e44790cb67ae7b20
家庭影院,http://58.59.47.242:8180/TV00000000000000000029@HHZT
家庭影院,p3p://173.208.176.178:19806/63ec4d000006b5ebe4468ed8604807ac
影迷电影,http://58.59.47.242:8180/TV00000000000000000031@HHZT
影迷电影,p3p://173.208.176.178:19806/63ec4caf00020428e445513c2d902fdb
中国电影,p3p://173.208.176.178:19806/63fe69a800089af82b062bc65bb57f67
新视觉hd,p3p://173.208.176.178:19806/63ec4d870003e9f2e4489d7821254fbb
五星体育,p3p://173.208.176.178:19806/63ec4dc200075675e44984ca52f86245
北京卫视,p3p://108.181.32.169:10049/64260fe100097b88ee078b124b8f3f9d
北京卫视,p3p://173.208.176.178:19806/5fe1591b000dc3b377362512452546e3
东方卫视,p3p://108.181.32.169:10049/64260ef600069de1ee03f45f41e9710e
东方卫视,p3p://173.208.176.178:19806/62d4a9f2000909c9f1ab0ea900607a3c
浙江卫视,p3p://108.181.32.169:10049/64260fec0004b10aee07b4d0681c628b
浙江卫视,p3p://173.208.176.178:19806/62c1fc2a0002c3eba8b51e81055b25b3
江苏卫视,p3p://108.181.32.169:10049/64260e700008a9f5ee01e97667ca7d36
江苏卫视,p3p://173.208.176.178:19806/62ebe68a000867fa4c6ed916192911b0
湖南卫视,p3p://108.181.32.169:10049/64260ee40007c511ee03ae5a4aed536d
湖南卫视,p3p://173.208.176.178:19806/62c2e1e3000b6afaac367b6247e40f8a
广东卫视,p3p://108.181.32.169:10049/64260f9d0003bfdeee067ffb753744c8
广东卫视,p3p://173.208.176.178:19806/5fedd54600018ac3a7fab8e83f1073c3
深圳卫视,p3p://108.181.32.169:10049/64261082000a8e12ee0a00412f96293c
深圳卫视,p3p://173.208.176.178:19806/5fe21c150008cdc67a2fc45c52c03e7b
安徽卫视,p3p://108.181.32.169:10049/64260fd5000d5883ee075d2f7d6a48e2
安徽卫视,p3p://173.208.176.178:19806/5fe21da0000a8d6d7a35cbbc30667835
天津卫视,p3p://173.208.176.178:19806/5fe21dfd000e7aa37a37380658302908
山东卫视,p3p://108.181.32.169:10049/64260f89000475c3ee06320a031a7286
山东卫视,p3p://173.208.176.178:19806/5fe2208a000bb11e7a412e17132544de
吉林卫视,p3p://173.208.176.178:19806/5fe220ab000694027a41adb200196608
辽宁卫视,p3p://173.208.176.178:19806/5fe2162b000d828b7a18ab7f6c8368be
河北卫视,p3p://173.208.176.178:19806/5fe15c48000a991c77428bff7b2b59ed
四川卫视,p3p://173.208.176.178:19806/5fe21e1a0007f53d7a37a7a91f1171d7
东南卫视,p3p://108.181.32.169:10049/64260fcb00035aa0ee0733907e64579c
东南卫视,p3p://173.208.176.178:19806/61396ab50001b07bb72a7a3c04304523
江西卫视,p3p://108.181.32.169:10049/64260f920000727aee06542a02064fce
江西卫视,p3p://173.208.176.178:19806/5fe21ab1000e4e987a2a57190bf705fd
厦门卫视,p3p://173.208.176.178:19806/63ec4617000ea493e42b92ae132b3883
海峡卫视,p3p://173.208.176.178:19806/63ec47390001586de42ffc1a7e1856a6
贵州卫视,p3p://173.208.176.178:19806/6022140a000e0258740d440853d209b9
河南卫视,p3p://108.181.32.169:10049/64260fb100056a93ee06ce871c2e5071
河南卫视,p3p://173.208.176.178:19806/5fe21fb6000ae57d7a3df1c35db55753
山西卫视,p3p://173.208.176.178:19806/63ec47dd000dba0fe4327fe92f826ca7
湖北卫视,p3p://108.181.32.169:10049/64260ed500091677ee0374195121319b
湖北卫视,p3p://173.208.176.178:19806/5fe15c7d00087e2377435a84444d3ac4
重庆卫视,p3p://108.181.32.169:10049/642610b9000df973ee0ad7f9779b6483
重庆卫视,p3p://173.208.176.178:19806/5fe22070000a826a7a40c843077f6b68
广西卫视,p3p://173.208.176.178:19806/602210560009472773fecbad4efa370f
云南卫视,p3p://173.208.176.178:19806/63ec497c00058741e438d2e90a5c74a9
新疆卫视,p3p://173.208.176.178:19806/63ec49c6000efa45e439f6607d261a01
西藏卫视,p3p://173.208.176.178:19806/63ec4ab500052d07e43d99727879092e
青海卫视,p3p://173.208.176.178:19806/63ec4bd00007d193e441eb97059d6779
海南卫视,p3p://108.181.32.169:10049/64260fc10002a54fee070c525d0d5e83
海南卫视,p3p://173.208.176.178:19806/63ec4c2d000a249be4435773000226af
陕西卫视,p3p://108.181.32.169:10049/642610c3000df7f5ee0aff0975881941
湾区卫视,p3p://108.181.32.169:10049/64261096000de036ee0a4f3b523d603e
内蒙古视,p3p://173.208.176.178:19806/63ec4a1f0006a1c8e43b4fe45f4007c7
黑龙江视,p3p://108.181.32.169:10049/64260fa7000c1330ee06a92c52724886	
黑龙江视,p3p://173.208.176.178:19806/6323b2350007630d265fbb91230b76bb
广东珠江,p3p://173.208.176.178:19806/63ec48e000076bf6e43672044d3841bb
广东珠江,p3p://173.208.176.178:19806/63fa66de000b08831b5b475e54e67ef1
广东体育,p3p://173.208.176.178:19806/63ec4b8400036b28e440c19a1b512b44
神州新聞,p3p://173.208.176.178:19806/655e74f7000953678a2be18968661f5f
戏曲名段,p3p://173.208.176.178:19806/63ec4f4e0008eb5de44f9010114b61da
金鹰卡通,p3p://173.208.176.178:19806/63ec4f9b000752c3e450bc6d341d5c72

北京卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=bjws
